,sg_document_type,sg_create_at,sg_update_at,sg_additional_info,form_date,user_type,format_action,business_type,legal_representatives,directives,shareholders,bank_referrals,commercial_referrals,format_info.code,format_info.version,basic_info.type,basic_info.entity.name,basic_info.entity.id_type,basic_info.entity.id,basic_info.legal_representative.name,basic_info.legal_representative.id_type,basic_info.legal_representative.id,basic_info.address,basic_info.city,basic_info.phone,basic_info.contact_info,basic_info.isPEP,basic_info.last_position,business_info.statutory_activity,business_info.ciiu,business_info.joint-document,business_info.commercial_registration,business_info.registered_shared_capital,business_info.constitution_date,business_info.good_or_service,business_info.company_type, ,certificates.list_of_certificates,certificates.in_progress.process,certificates.in_progress.percentage_progress,certificates.in_progress.init_date,accounting_and_taxes.isRegimenComun,accounting_and_taxes.isRegimenSimplificado,accounting_and_taxes.isDeclaraRenta,accounting_and_taxes.isAutoRetenedor,accounting_and_taxes.payment_terms,accounting_and_taxes.payment_terms_other,
51,formulario_conocimiento,2022-05-12,2022-05-12,,2022-05-07,proveedor,vincular,,[],[],[],"[{'name': 'Finandina', 'address': 'Magdalena Tenerife , Cra. 4 #10-16', 'phone': '+ 57 1730796183'}, {'name': 'Finandina', 'address': 'Tolima Armero , Cra. 6 #6-113', 'phone': '+ 57 9893181616'}, {'name': 'Bancolombia', 'address': 'Boyaca Ramiriqui , Cra. 5 #8-12', 'phone': '+ 57 8164383885'}]",[],Sagrilaft,1,natural,Encarnación de Nevado,CC,9679187526,,,,"Magdalena Algarrobo , Cl. 8 #9-34",Santiago,+ 57 9066140867,"({'name': 'Encarnación de Nevado', 'position': 'Operador máquina estampado metales', 'email': 'emma52@gmail.com', 'phone': ['+ 57 58368898']},)",True,Soldador puntos,47242,Comercio al por menor de licores y cigarrillos,8054,,,1977-12-18,,,,,,,,False,False,True,False,30d0,,
52,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-21,cliente,vincular,Grande,"[{'name': 'Luis Maldonado', 'id_type': 'CC', 'id_number': '9149366708', 'nationality': 'Serbia'}]","[{'name': 'Rolando Orozco Navas', 'id_type': 'CE', 'id_number': '7331538338', 'nationality': 'Macedonia'}, {'name': 'Hernán Dominguez-Lerma', 'id_type': 'CE', 'id_number': '43727443', 'nationality': 'Malaysia'}, {'name': 'Anacleto Gustavo Echevarría Hernando', 'id_type': 'CE', 'id_number': '3560537775', 'nationality': 'Albania'}, {'name': 'Jair Brayan Correa Moreno', 'id_type': 'CC', 'id_number': '3925572332', 'nationality': 'Cambodia'}]","[{'name': 'Dora Ariza', 'id_type': 'CC', 'id_number': '1921259322', 'nationality': 'Bulgaria', 'isPEP': True, 'share_percentage': 1}]","[{'name': 'Bancolombia', 'address': 'Meta Puerto Gaitan , Cl. 16 #5-35', 'phone': '+ 57 3114130910'}, {'name': 'Finandina', 'address': 'Antioquia El Bagre , Cl. 51 #46-53', 'phone': '+ 57 8097842377'}]","[{'name': 'Torres, Vergara and López', 'address': 'Cundinamarca Bogota , Cra. 7aÂ ', 'phone': '+ 57 7920668461'}, {'name': 'Gómez-Muñoz', 'address': 'Antioquia Medellin , Cra. 45 #53-104', 'phone': '+ 57 4376214747'}]",Sagrilaft,1,juridica,Ramírez Inc,NIT,1798005323,Acosta-Ramírez,NIT,993291054-4,"Arauca Arauca , Cra. 19 #14-58",Purísima,+ 57 3484222721,"({'name': 'Fito del Giner', 'position': 'Mecánico máquinaria industrial', 'email': 'xavier00@hotmail.com', 'phone': ['+ 57 8573614499']},)",True,Director general hospital privado,4220,Construcción de proyectos de servicio público,7624,5c4f95a6c71e250361ab6cfb98cc001fe1c7e82a,838b0bec9227e80883856f13e2e9783b90ac9cc9,1975-09-24,4220,Otras,Privado,27001,,,,True,False,True,False,30d0,,
53,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-24,proveedor,vincular,Microempresa,"[{'name': 'Daniel Duque', 'id_type': 'CE', 'id_number': '2771067067', 'nationality': 'Nauru'}, {'name': 'Martha María Suárez Torres', 'id_type': 'CE', 'id_number': '5279797216', 'nationality': 'Dominican Republic'}]","[{'name': 'Gregorio Gelabert', 'id_type': 'CC', 'id_number': '2282839370', 'nationality': 'Gambia'}, {'name': 'Sosimo Pío Chacón Fábregas', 'id_type': 'CE', 'id_number': '2249403323', 'nationality': 'Singapore'}]","[{'name': 'Luz Vega Rueda', 'id_type': 'CC', 'id_number': '18835535', 'nationality': 'Tajikistan', 'isPEP': True, 'share_percentage': 1}, {'name': 'David Óscar Suárez Muñoz', 'id_type': 'CE', 'id_number': '3443639044', 'nationality': 'South Africa', 'isPEP': True, 'share_percentage': 1}, {'name': 'Elizabeth Meneses Bernal', 'id_type': 'CC', 'id_number': '3187715409', 'nationality': 'Andorra', 'isPEP': False, 'share_percentage': 1}, {'name': 'Margarita Talavera Yuste', 'id_type': 'CC', 'id_number': '2747236329', 'nationality': 'China', 'isPEP': False, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Tolima Natagaima , Cra. 3 #6-16', 'phone': '+ 57 2062663239'}, {'name': 'Finandina', 'address': 'Bolivar Cartagena , Cra. 51 #21-63', 'phone': '+ 57 7068542288'}, {'name': 'Bancolombia', 'address': 'Antioquia El Santuario , Cra. 48 #50-28', 'phone': '+ 57 7618289206'}]","[{'name': 'Suárez PLC', 'address': 'Santander San Gil , Cl. 11 #10-41', 'phone': '+ 57 9294751711'}, {'name': 'Calderón Ltd', 'address': 'Risaralda Mistrato , Cra. 6 #6-15', 'phone': '+ 57 8562930932'}]",Sagrilaft,1,juridica,Colom-Carreño,NIT,5509504064,Lucero Cecilia Moreno,CE,8876311756,"Antioquia Gomez Plata , Cra. 52 #51-07",Carolina,+ 57 5427905467,"({'name': 'José Gustavo Rodríguez Monroy', 'position': 'Auditor contable', 'email': 'uosuna@yahoo.com', 'phone': ['+ 57 4016916061']},)",True,Torcedor mechas,5611,Expendio a la mesa de comidas preparadas,3036,8e8e8ea9f32e466bf295378c6d6185f956658402,b6d9d6501a20f1f3217fd86100e0253a0ceb1a05,1982-06-03,5611,Sociedad Anónima,Publico,BASC,,,,True,False,True,True,30d0,,
54,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-20,proveedor,vincular,Pequeña,"[{'name': 'Arley Ortiz Bedoya', 'id_type': 'CC', 'id_number': '1459738594', 'nationality': 'United Arab Emirates'}, {'name': 'Edgar Pineda', 'id_type': 'CC', 'id_number': '5937368028', 'nationality': 'Rwanda'}]","[{'name': 'Karen Barbosa', 'id_type': 'CE', 'id_number': '1911548658', 'nationality': 'San Marino'}, {'name': 'Arley Ortiz Bedoya', 'id_type': 'CC', 'id_number': '1459738594', 'nationality': 'United Arab Emirates'}]","[{'name': 'Isaura Jiménez Bautista', 'id_type': 'CC', 'id_number': '9221519387', 'nationality': 'Mauritius', 'isPEP': False, 'share_percentage': 1}, {'name': 'Gertrudis Toro Conde', 'id_type': 'CE', 'id_number': '1602762841', 'nationality': ""Cote d'Ivoire"", 'isPEP': True, 'share_percentage': 1}, {'name': 'Natividad Tejada Barrio', 'id_type': 'CE', 'id_number': '5702732094', 'nationality': 'Madagascar', 'isPEP': True, 'share_percentage': 1}, {'name': 'María José Arregui Fortuny', 'id_type': 'CE', 'id_number': '9381039993', 'nationality': 'Austria', 'isPEP': True, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Risaralda La Celia , Cra. 3 #4-17', 'phone': '+ 57 7852858480'}, {'name': 'Finandina', 'address': 'Bolivar Morales , Cra. 3Â ', 'phone': '+ 57 473295888'}]","[{'name': 'Jordá, Muro and Vaquero', 'address': 'Antioquia Entrerrios , Cra. 11 #9-45', 'phone': '+ 57 479162827'}, {'name': 'Díaz, Mejía and Montes', 'address': 'Tolima Armero , Cra. 6 #6-113', 'phone': '+ 57 4120284603'}, {'name': 'Camacho, Velandia and Toro', 'address': 'Cesar Gamarra , Cra. 8 #6-24', 'phone': '+ 57 8075141872'}]",Sagrilaft,1,juridica,Pinilla-Lorenzo,NIT,4606011847,Robinson Ricardo Quintero Ramírez,CC,1218658028,"Antioquia San Vicente , Cl. 30 #30-09",San José de Pare,+ 57 3188246044,"({'name': 'Astrid Viviana Benítez Caro', 'position': 'Picador martillo automático', 'email': 'macarioanguita@gmail.com', 'phone': ['+ 57 863205413']},)",True,Operador estudios televisión,2711,"Fabricación de motores, generadores y transformadores eléctricos.",5028,cd965091b27b025a65b2e47a2cfed33436cd400b,26f2a42556fbba94475e5eb7ef1156f7d78851cd,2004-02-01,2711,Otras,Mixto,18001,,,,True,False,True,True,60d,,
55,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-17,proveedor,vincular,Pequeña,"[{'name': 'Dafne Guzmán-Morante', 'id_type': 'CE', 'id_number': '4000139655', 'nationality': 'Saint Kitts and Nevis'}]","[{'name': 'Candelario de Casado', 'id_type': 'CC', 'id_number': '9687073068', 'nationality': 'Norway'}, {'name': 'Modesta Solé Alberdi', 'id_type': 'CE', 'id_number': '8553871428', 'nationality': 'Saint Barthelemy'}, {'name': 'Dafne Guzmán-Morante', 'id_type': 'CE', 'id_number': '4000139655', 'nationality': 'Saint Kitts and Nevis'}]","[{'name': 'Adrián Torrecilla Checa', 'id_type': 'CC', 'id_number': '3116031647', 'nationality': 'Hong Kong', 'isPEP': False, 'share_percentage': 1}, {'name': 'Mariela Fabiola Martínez', 'id_type': 'CC', 'id_number': '3133974084', 'nationality': 'Kazakhstan', 'isPEP': False, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Tolima Saldaña , Cra. 15 #14A-13', 'phone': '+ 57 1473750587'}, {'name': 'AVillas', 'address': 'Santander Rionegro , Cl. 11 #12-27', 'phone': '+ 57 9407651141'}]","[{'name': 'Mendoza-Díaz', 'address': 'Risaralda Dosquebradas , Cl. 36 #15-17', 'phone': '+ 57 2793224809'}, {'name': 'Almansa LLC', 'address': 'Quindio La Tebaida , Cra. 6 #11-35', 'phone': '+ 57 6347142092'}]",Sagrilaft,1,juridica,"Zuluaga, Salgado and Ospina",NIT,8177873333,Isabel Puentes,CC,1414147625,"Atlantico Juan De Acosta , Cl. 9 #3-22",Pamplona,+ 57 9446283843,"({'name': 'Leandra Tena Zabaleta', 'position': 'Ingeniero sanitario', 'email': 'maria-del-carmensole@yahoo.com', 'phone': ['+ 57 6965607982']},)",True,Auxiliar lavanderia,46321,Comercio al por mayor de bebidas y tabaco (diferentes a licores y cigarrillos),7489,a3c58cc5b888e69cee6380e570af2cfbd57fa611,602b9543bc95fb9fbd6695cb8c20eb5de2e84262,2001-09-13,46321,Sociedad Limitada,Privado,OEA,,,,True,False,True,False,Contado,,
56,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-19,proveedor,vincular,Grande,"[{'name': 'Fernando Jiménez', 'id_type': 'CC', 'id_number': '4498955827', 'nationality': 'Costa Rica'}]","[{'name': 'Iván de Valderrama', 'id_type': 'CC', 'id_number': '5499143355', 'nationality': 'San Marino'}, {'name': 'David Camilo Rojas Mendoza', 'id_type': 'CE', 'id_number': '4249834703', 'nationality': 'Angola'}, {'name': 'Luis Carlos Álvarez', 'id_type': 'CE', 'id_number': '3703128031', 'nationality': 'Spain'}]","[{'name': 'Zacarías del Iborra', 'id_type': 'CE', 'id_number': '6717250572', 'nationality': 'South Africa', 'isPEP': True, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Guainia Inirida , Cl. 18 #9-50', 'phone': '+ 57 7171006214'}, {'name': 'Bancolombia', 'address': 'Risaralda Pereira , Cra. 7 #21-43', 'phone': '+ 57 8576614995'}]",[],Sagrilaft,1,juridica,Contreras-Soto,NIT,5288459178,Oriana Goicoechea Céspedes,CC,7740864816,"Cundinamarca Bogota , Cl. 45A #14-37",Juradó,+ 57 2032937346,"({'name': 'Loida Uriarte Moraleda', 'position': 'Minero superficie', 'email': 'montalbanagapito@yahoo.com', 'phone': ['+ 57 823404437']},)",False,Operador máquina granuladora procesamiento químico,2812,Fabricación de equipos de potencia hidráulica y neumática,7137,9a75c9e5118832fbee7ef4e452ec553fae5c405a,c9c79c547c5afeeeb9df507207ac7e2745dfc41b,1990-06-28,2812,Otras,Privado,9001,,,,True,False,True,True,Contado,,
57,formulario_conocimiento,2022-05-12,2022-05-12,,2022-05-08,proveedor,vincular,Microempresa,"[{'name': 'Federico del Espinosa', 'id_type': 'CE', 'id_number': '2905473542', 'nationality': 'Cape Verde'}, {'name': 'Fernanda Bernal', 'id_type': 'CC', 'id_number': '2974348624', 'nationality': 'Nepal'}]","[{'name': 'José Muñoz Villamil', 'id_type': 'CC', 'id_number': '5414823692', 'nationality': 'Falkland Islands (Malvinas)'}, {'name': 'Gabriel Arrieta Rodríguez', 'id_type': 'CE', 'id_number': '3097415783', 'nationality': 'Eritrea'}, {'name': 'Lino Joan Chamorro Conde', 'id_type': 'CC', 'id_number': '974987086', 'nationality': 'Guatemala'}, {'name': 'Jerson Jaime Suárez', 'id_type': 'CE', 'id_number': '329542098', 'nationality': 'Ireland'}, {'name': 'Federico del Espinosa', 'id_type': 'CE', 'id_number': '2905473542', 'nationality': 'Cape Verde'}]","[{'name': 'Isaías Roldan Viñas', 'id_type': 'CC', 'id_number': '1401171530', 'nationality': 'Russia', 'isPEP': False, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Nariño Buesaco , Cl. 4 #5-04', 'phone': '+ 57 5899046678'}, {'name': 'Finandina', 'address': 'Antioquia Nariño , Cl. 10 #8-42', 'phone': '+ 57 496919467'}, {'name': 'Bancolombia', 'address': 'La Guajira Fonseca , Cl. 15 #16-03', 'phone': '+ 57 8022011785'}, {'name': 'Finandina', 'address': 'Cundinamarca Bogota , Cl. 53A ', 'phone': '+ 57 249685355'}]","[{'name': 'Cárdenas LLC', 'address': 'Cundinamarca Bogota , Cl. 11 #4-14', 'phone': '+ 57 3135364748'}, {'name': 'Erazo, Acosta and Álvarez', 'address': 'Cesar Gonzalez , Cl. 2 #7-22', 'phone': '+ 57 6121811853'}]",Sagrilaft,1,juridica,Calvet-Tejero,NIT,6684033365,Luis Guzmán,CE,8356338765,"Antioquia Concordia , Cl. 18 #18-59",Aldana,+ 57 184751291,"({'name': 'José Soto', 'position': 'Operador máquina recubridora alambres', 'email': 'cadenasvalentin@yahoo.com', 'phone': ['+ 57 8440341764']},)",True,Segundo oficial maquinista barco,5914,Actividades de exhibición de películas cinematográficas y videos,4979,d82f42e413be0da088bc51ac5ccf0db928b04e71,48c428e67f31fdcf2a93e8679b6b70d93c76d732,1995-11-27,5914,Sociedad Limitada,Publico,OEA,,,,True,False,True,False,60d,,
58,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-25,cliente,vincular,,[],[],[],[],[],Sagrilaft,1,natural,Paola Laura López,CC,9556388803,,,,"Cundinamarca La Palma , Cl. 4 #5-61",Palmar,+ 57 8671337167,"({'name': 'Paola Laura López', 'position': 'Policía vial', 'email': 'felipavera@hotmail.com', 'phone': ['+ 57 7113619243']},)",False,Recolector basura,6494,Otras actividades de distribución de fondos,5874,,,1993-12-19,,,,,,,,False,True,True,False,Contado,,
59,formulario_conocimiento,2022-05-12,2022-05-12,,2022-05-10,proveedor,vincular,Pequeña,"[{'name': 'Dora Gallego González', 'id_type': 'CE', 'id_number': '2633576369', 'nationality': 'Syrian Arab Republic'}, {'name': 'Julie Isern Bayona', 'id_type': 'CC', 'id_number': '5100667919', 'nationality': 'Haiti'}, {'name': 'Andrés Naranjo', 'id_type': 'CE', 'id_number': '4499108694', 'nationality': 'Kyrgyzstan'}, {'name': 'Maite Manuel-Rosell', 'id_type': 'CE', 'id_number': '3981287885', 'nationality': 'Korea, Republic of South Korea'}]","[{'name': 'Nico Solé Baeza', 'id_type': 'CC', 'id_number': '3725496026', 'nationality': 'Turkey'}, {'name': 'María Osorio Perea', 'id_type': 'CE', 'id_number': '8364809685', 'nationality': 'Brunei Darussalam'}, {'name': 'Sandra Moreno Martínez', 'id_type': 'CC', 'id_number': '7284595764', 'nationality': 'Maldives'}, {'name': 'Juan Marín Lara', 'id_type': 'CE', 'id_number': '2941287596', 'nationality': 'Bermuda'}, {'name': 'Julie Isern Bayona', 'id_type': 'CC', 'id_number': '5100667919', 'nationality': 'Haiti'}]","[{'name': 'Maribel Cañete Sales', 'id_type': 'CC', 'id_number': '8670544785', 'nationality': 'Bermuda', 'isPEP': False, 'share_percentage': 1}, {'name': 'Toribio Parejo Tolosa', 'id_type': 'CE', 'id_number': '2053362679', 'nationality': 'Croatia', 'isPEP': True, 'share_percentage': 1}, {'name': 'Lida Milena Puentes', 'id_type': 'CE', 'id_number': '514459269', 'nationality': 'Palau', 'isPEP': False, 'share_percentage': 1}, {'name': 'Hernán Manuel Calderón', 'id_type': 'CC', 'id_number': '6797953735', 'nationality': 'Australia', 'isPEP': False, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Valle Del Cauca Candelaria , Cra. 9 #9-25', 'phone': '+ 57 5954167993'}, {'name': 'AVillas', 'address': 'Antioquia Guarne , Cra. 52 #49-55', 'phone': '+ 57 7915615893'}, {'name': 'Bancolombia', 'address': 'Cordoba Cienaga De Oro , Cra. 17 #9-05', 'phone': '+ 57 777154425'}]","[{'name': 'Hervás, Beltrán and Villalba', 'address': 'Valle Del Cauca Cali , Cra. 42A #5B-76', 'phone': '+ 57 2260308553'}, {'name': 'Pera-Melero', 'address': 'Antioquia El Santuario , Cra. 48 #50-28', 'phone': '+ 57 6723902659'}]",Sagrilaft,1,juridica,Zabaleta-Fernandez,NIT,2591141763,"Sandoval, Ortega and Guzmán",NIT,550964282-0,"Boyaca Chiscas , Cl. 4 #3-07",Santa Isabel,+ 57 5892112089,"({'name': 'Patricia María González Parra', 'position': 'Cubicador forestal', 'email': 'solisnicolas@hotmail.com', 'phone': ['+ 57 8673207332']},)",True,Mecánico mantenimiento equipo pesado,3830,Recuperación de materiales,3450,dd9f9e4311b22886d81d662167ef496c40fa1e3f,af09dc6b0712ebebe6843e7c274aaa824916912d,1995-12-13,3830,Sociedad en comandita,Mixto,18001,,,,True,False,True,True,Contado,,
60,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-17,proveedor,vincular,,[],[],[],"[{'name': 'Finandina', 'address': 'La Guajira Fonseca , Cl. 15 #16-03', 'phone': '+ 57 174602970'}, {'name': 'Finandina', 'address': 'Valle Del Cauca Buenaventura , Cra. 5A #2-26', 'phone': '+ 57 8663604978'}, {'name': 'Bancolombia', 'address': 'Antioquia Arboletes , Cra. 30 #29-31', 'phone': '+ 57 3929058811'}, {'name': 'Finandina', 'address': 'Magdalena Aracataca , Cra. 3 #5-13', 'phone': '+ 57 9418586402'}]",[],Sagrilaft,1,natural,Astrid Arias,CC,78505718,,,,"Antioquia San Carlos , Cra. 20 #20-23",Sutamarchán,+ 57 1250851501,"({'name': 'Astrid Arias', 'position': 'Asistente compras ', 'email': 'remediosgomila@yahoo.com', 'phone': ['+ 57 6435933290']},)",True,Agente oficina colocación mano de obra,71111,Actividades de arquitectura,2228,,,1982-07-24,,,,,,,,False,True,True,False,60d,,
61,formulario_conocimiento,2022-05-12,2022-05-12,,2022-03-18,proveedor,vincular,,[],[],[],[],[],Sagrilaft,1,natural,Eduardo Ortiz Peña,CC,6499441884,,,,"Cundinamarca Bogota , Cra.6 # 17-12",Albán,+ 57 8619818508,"({'name': 'Eduardo Ortiz Peña', 'position': 'Asesor legal', 'email': 'edelmiraescribano@hotmail.com', 'phone': ['+ 57 8991083990']},)",True,Contramaestre barco,6614,Actividades de las sociedades de intermediación cambiaria y de servicios financieros especiales,156,,,1987-10-09,,,,,,,,False,True,False,False,Contado,,
62,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-29,cliente,vincular,Pequeña,"[{'name': 'Liliana Álvarez', 'id_type': 'CC', 'id_number': '4130077007', 'nationality': 'Saint Lucia'}, {'name': 'Carolina Adriana Castro Ocampo', 'id_type': 'CC', 'id_number': '8827138721', 'nationality': 'Botswana'}, {'name': 'Alexander David Lara Santos', 'id_type': 'CC', 'id_number': '722167643', 'nationality': 'Malaysia'}]","[{'name': 'Eugenia Giner Bonet', 'id_type': 'CC', 'id_number': '3076417718', 'nationality': 'Cayman Islands'}, {'name': 'Felisa Martí Borrás', 'id_type': 'CE', 'id_number': '473094089', 'nationality': 'Holy See (Vatican City State)'}, {'name': 'Carolina Adriana Castro Ocampo', 'id_type': 'CC', 'id_number': '8827138721', 'nationality': 'Botswana'}]","[{'name': 'Candelario Marcio Moya Vaquero', 'id_type': 'CC', 'id_number': '265832992', 'nationality': 'Macedonia', 'isPEP': False, 'share_percentage': 1}, {'name': 'Alonso Juan Ramírez Medina', 'id_type': 'CC', 'id_number': '3232365198', 'nationality': 'Tuvalu', 'isPEP': False, 'share_percentage': 1}, {'name': 'Tulio Trujillo', 'id_type': 'CE', 'id_number': '2437300018', 'nationality': 'Eritrea', 'isPEP': False, 'share_percentage': 1}, {'name': 'Dary Amaya', 'id_type': 'CE', 'id_number': '7573559519', 'nationality': 'Guadeloupe', 'isPEP': True, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Meta Villavicencio , Cra. 30A #39-18', 'phone': '+ 57 7001002534'}, {'name': 'Finandina', 'address': 'Antioquia Envigado , Cra. 42 #38-45', 'phone': '+ 57 3720010625'}]",[],Sagrilaft,1,juridica,Herrera Inc,NIT,2340855752,Román Ferrández Roma,CC,4511209757,"Caldas Manizales , Cl. 22 #23-33",San Francisco,+ 57 4992187948,"({'name': 'María Luisa Tamarit', 'position': 'Intérprete lenguaje signos ', 'email': 'romanguiomar@yahoo.com', 'phone': ['+ 57 9899867266']},)",False,Operador equipo sonorización ,4290,Construcción de otras obras de ingeniería civil,5918,2d25e385683a6896f0132aa9f98c7bf4d918842f,da924f4cb8aef900ed824bbf5c38a62fb3a62149,1974-02-19,4290,Sociedad Anónima,Publico,BASC,,,,True,False,True,False,Contado,,
63,formulario_conocimiento,2022-05-12,2022-05-12,,2022-03-17,cliente,vincular,,[],[],[],"[{'name': 'AVillas', 'address': 'Risaralda Pereira , Cl. 19 #10-32', 'phone': '+ 57 8770728592'}, {'name': 'AVillas', 'address': 'Norte De Santander Salazar , Cl. 2 #8-19', 'phone': '+ 57 3405063271'}, {'name': 'Bancolombia', 'address': 'Tolima San Luis , Cra. 4 #5-87', 'phone': '+ 57 6784957069'}, {'name': 'Finandina', 'address': 'Santander Malaga , Cra. 9 #11-15', 'phone': '+ 57 6006141276'}]",[],Sagrilaft,1,natural,Balduino Riera,CC,3710009667,,,,"Cesar Valledupar , Cl. 16A #9-11",Plato,+ 57 9398640356,"({'name': 'Balduino Riera', 'position': 'Instructor artesanía ', 'email': 'armidaalmazan@hotmail.com', 'phone': ['+ 57 5336551660']},)",False,Operador máquina asfaltadora,4769,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,6647,,,2000-01-08,,,,,,,,False,True,False,False,Contado,,
64,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-19,proveedor,vincular,Microempresa,"[{'name': 'Gustavo Ramírez', 'id_type': 'CE', 'id_number': '7239634315', 'nationality': 'Mongolia'}]","[{'name': 'Olimpia Cuevas Chacón', 'id_type': 'CE', 'id_number': '7657847172', 'nationality': 'Niger'}, {'name': 'Serafina Julie Madrigal Puga', 'id_type': 'CC', 'id_number': '7359259656', 'nationality': 'Afghanistan'}]","[{'name': 'Alexander Fernando Valencia Mantilla', 'id_type': 'CE', 'id_number': '7007628041', 'nationality': 'Serbia', 'isPEP': False, 'share_percentage': 1}]","[{'name': 'AVillas', 'address': 'Antioquia Medellin , Cl. 49A #80-29', 'phone': '+ 57 8133442174'}]","[{'name': 'Medina, León and Guevara', 'address': 'Antioquia Angostura , Cl. 10 #9-55', 'phone': '+ 57 6124462807'}, {'name': 'Muñoz Inc', 'address': 'Cordoba Cerete , Cl. 13 #13-09', 'phone': '+ 57 6830775498'}]",Sagrilaft,1,juridica,"Córdoba, Bermúdez and Fuentes",NIT,5218937333,Yohana Velásquez,CE,5425145479,"Cordoba San Antero , Cl. 12 #20-52",Don Matías,+ 57 8880921304,"({'name': 'Santiago Naranjo González', 'position': 'Jefe tesorería', 'email': 'gracielaespejo@hotmail.com', 'phone': ['+ 57 1039480764']},)",False,Instalador sistemas refrigeración comercial e industrial,4741,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",4801,04bebd29dae4add603528504fa859e75c954e961,e08fa4da99cc4025d85b1aa226c427ea2fb35aa7,2002-11-09,4741,Otras,Mixto,14001,,,,True,False,True,False,30d0,,
65,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-18,cliente,vincular,,[],[],[],"[{'name': 'Finandina', 'address': 'Santander Barichara , Cra. 6 #2-32', 'phone': '+ 57 1202758182'}]",[],Sagrilaft,1,natural,Ariel Calvet Ramón,CC,1685384833,,,,"Sucre Since , Cl. 9 #9-11",Quebradanegra,+ 57 7439564264,"({'name': 'Ariel Calvet Ramón', 'position': 'Profesor educación especial básica secundaria', 'email': 'palomareseloy@yahoo.com', 'phone': ['+ 57 2317431569']},)",False,Reparador receptores radio,36002,Distribución de agua ,8268,,,2001-08-05,,,,,,,,False,False,False,False,Contado,,
66,formulario_conocimiento,2022-05-12,2022-05-12,,2022-04-17,cliente,vincular,,[],[],[],"[{'name': 'Finandina', 'address': 'Santander Bucaramanga , Cl. 36 #19-18', 'phone': '+ 57 1443151267'}]",[],Sagrilaft,1,natural,José Agudelo Ruiz,CC,4716430301,,,,"Cundinamarca Bogota , Cl. 11 #4-14",Suan,+ 57 367771381,"({'name': 'José Agudelo Ruiz', 'position': 'Edil', 'email': 'donato88@gmail.com', 'phone': ['+ 57 1018318297']},)",False,Operador máquinas herramientas control numérico ,2429,Industrias básicas de otros metales no ferrosos,8316,,,2000-06-18,,,,,,,,False,True,True,False,30d0,,
67,formulario_conocimiento,2022-05-12,2022-05-12,,2022-05-04,cliente,vincular,,[],[],[],[],[],Sagrilaft,1,natural,Maricela Carbó-Valderrama,CC,6379630123,,,,"Cundinamarca Fusagasuga , Cl. 9 #8-25",Los Andes,+ 57 8596529819,"({'name': 'Maricela Carbó-Valderrama', 'position': 'Inspector ensamble motores vehículos', 'email': 'verabatlle@yahoo.com', 'phone': ['+ 57 6820154596']},)",False,Operador transmisor radio,1511,Curtido y recurtido de cueros, recurtido y teñido de pieles.,616,,,1978-01-03,,,,,,,,False,False,True,False,60d,
68,formulario_conocimiento,2022-05-12,2022-05-12,,2022-05-01,cliente,vincular,,[],[],[],"[{'name': 'Finandina', 'address': 'Meta Puerto Gaitan , Cl. 16 #5-35', 'phone': '+ 57 3274241046'}, {'name': 'Finandina', 'address': 'Huila Algeciras , Cra. 5 #252', 'phone': '+ 57 7664035367'}, {'name': 'Finandina', 'address': 'Atlantico Barranquilla , Cra. 51B #76-27', 'phone': '+ 57 7491991851'}, {'name': 'Finandina', 'address': 'Tolima San Luis , Cra. 4 #5-87', 'phone': '+ 57 8525013289'}]",[],Sagrilaft,1,natural,Carlos Ayala,CC,8555616942,,,,"Antioquia Tarso , Cra. 20 #17-47",San Agustín,+ 57 5934111892,"({'name': 'Carlos Ayala', 'position': 'Subteniente ejercito nacional', 'email': 'maria-cristinaaznar@yahoo.com', 'phone': ['+ 57 7330102282']},)",False,Representante casting,7721,Alquiler y arrendamiento de equipo recreativo y deportivo,633,,,1997-08-18,,,,,,,,False,True,False,False,Contado,,
